Duration;Action;Controller;IP;Created;Exception;StartDate;StartTime;EndDate;EndTime;Operation;Success
1219;questionnaires;patient;131.165.102.90;2013-11-18 13:49:17.1270000;0;2013-11-18 13:49:17.1270000;1384778957128;2013-11-18 13:49:18.3470000;1384778958347;NULL;1
1407;questionnaires;patient;131.165.102.90;2013-11-18 13:49:36.8770000;0;2013-11-18 13:49:36.8770000;1384778976878;2013-11-18 13:49:38.2870000;1384778978285;NULL;1
641;questionnaires;patient;62.242.1.150;2013-11-18 13:53:45.8930000;0;2013-11-18 13:53:45.8930000;1384779225894;2013-11-18 13:53:46.5370000;1384779226535;NULL;1
797;questionnaires;patient;62.242.1.150;2013-11-18 14:03:22.6270000;0;2013-11-18 14:03:22.6270000;1384779802628;2013-11-18 14:03:23.4270000;1384779803425;NULL;1
94;questionnaires;patient;212.98.82.162;2013-11-18 14:09:51.7370000;0;2013-11-18 14:09:51.7370000;1384780191738;2013-11-18 14:09:51.8330000;1384780191832;NULL;1
219;questionnaires;patient;131.165.102.230;2013-11-18 14:43:23.1130000;0;2013-11-18 14:43:23.1130000;1384782203113;2013-11-18 14:43:23.3330000;1384782203332;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-18 14:50:53.1600000;0;2013-11-18 14:50:53.1430000;1384782653144;2013-11-18 14:50:53.3770000;1384782653378;NULL;1
422;questionnaires;patient;131.165.102.230;2013-11-18 15:04:17.6430000;0;2013-11-18 15:04:17.6430000;1384783457644;2013-11-18 15:04:18.0670000;1384783458066;NULL;1
203;questionnaires;patient;131.165.102.230;2013-11-18 15:08:09.4730000;0;2013-11-18 15:08:09.4730000;1384783689472;2013-11-18 15:08:09.6770000;1384783689675;NULL;1
250;questionnaires;patient;131.165.102.230;2013-11-18 15:20:55.6770000;0;2013-11-18 15:20:55.6600000;1384784455660;2013-11-18 15:20:55.9100000;1384784455910;NULL;1
109;questionnaires;patient;94.145.190.193;2013-11-18 21:04:47.6130000;0;2013-11-18 21:04:47.6130000;1384805087613;2013-11-18 21:04:47.7230000;1384805087722;NULL;1
109;questionnaires;patient;94.145.190.193;2013-11-18 21:06:14.5370000;0;2013-11-18 21:06:14.5200000;1384805174519;2013-11-18 21:06:14.6270000;1384805174628;NULL;1
94;questionnaires;patient;94.145.190.193;2013-11-18 21:06:58.2530000;0;2013-11-18 21:06:58.2530000;1384805218253;2013-11-18 21:06:58.3470000;1384805218347;NULL;1
109;questionnaires;patient;94.145.190.193;2013-11-18 21:08:08.1900000;0;2013-11-18 21:08:08.1900000;1384805288191;2013-11-18 21:08:08.3000000;1384805288300;NULL;1
718;questionnaires;patient;131.165.106.2;2013-11-19 09:52:44.6670000;0;2013-11-19 09:52:44.6670000;1384851164666;2013-11-19 09:52:45.3830000;1384851165384;NULL;1
328;questionnaires;patient;131.165.106.2;2013-11-19 09:52:45.8370000;0;2013-11-19 09:52:45.8230000;1384851165822;2013-11-19 09:52:46.1500000;1384851166150;NULL;1
9609;questionnaires;patient;87.104.202.30;2013-11-19 10:42:39.3230000;0;2013-11-19 10:42:39.3230000;1384854159322;2013-11-19 10:42:48.9300000;1384854168931;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-19 10:43:43.8830000;0;2013-11-19 10:43:43.8830000;1384854223884;2013-11-19 10:43:43.9770000;1384854223978;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-19 10:49:00.0730000;0;2013-11-19 10:49:00.0730000;1384854540072;2013-11-19 10:49:00.1800000;1384854540181;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-19 10:55:02.2770000;0;2013-11-19 10:55:02.2770000;1384854902275;2013-11-19 10:55:02.3830000;1384854902384;NULL;1
469;questionnaires;patient;87.104.202.30;2013-11-19 11:21:36.4630000;0;2013-11-19 11:21:36.4470000;1384856496447;2013-11-19 11:21:36.9170000;1384856496916;NULL;1
125;questionnaires;patient;194.239.195.65;2013-11-19 12:25:42.7430000;0;2013-11-19 12:25:42.7430000;1384860342744;2013-11-19 12:25:42.8700000;1384860342869;NULL;1
125;questionnaires;patient;194.239.195.65;2013-11-19 12:27:56.8830000;0;2013-11-19 12:27:56.8830000;1384860476884;2013-11-19 12:27:57.0100000;1384860477009;NULL;1
453;questionnaires;patient;131.165.102.230;2013-11-19 12:38:37.0730000;0;2013-11-19 12:38:37.0730000;1384861117072;2013-11-19 12:38:37.5270000;1384861117525;NULL;1
375;questionnaires;patient;131.165.102.230;2013-11-19 12:39:55.5270000;0;2013-11-19 12:39:55.5270000;1384861195525;2013-11-19 12:39:55.9000000;1384861195900;NULL;1
375;questionnaires;patient;131.165.102.230;2013-11-19 12:40:04.1800000;0;2013-11-19 12:40:04.1800000;1384861204181;2013-11-19 12:40:04.5570000;1384861204556;NULL;1
578;questionnaires;patient;131.165.102.230;2013-11-19 12:40:21.6200000;0;2013-11-19 12:40:21.6200000;1384861221619;2013-11-19 12:40:22.1970000;1384861222197;NULL;1
547;questionnaires;patient;194.239.195.65;2013-11-19 12:42:16.7770000;0;2013-11-19 12:42:16.7770000;1384861336775;2013-11-19 12:42:17.3230000;1384861337322;NULL;1
375;questionnaires;patient;194.239.195.65;2013-11-19 12:42:17.8830000;0;2013-11-19 12:42:17.8830000;1384861337884;2013-11-19 12:42:18.2600000;1384861338259;NULL;1
172;questionnaires;patient;194.239.195.65;2013-11-19 12:49:12.1670000;0;2013-11-19 12:49:12.1670000;1384861752166;2013-11-19 12:49:12.3370000;1384861752338;NULL;1
219;questionnaires;patient;131.165.102.230;2013-11-19 12:49:44.6330000;0;2013-11-19 12:49:44.6330000;1384861784634;2013-11-19 12:49:44.8530000;1384861784853;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-19 12:55:48.4470000;0;2013-11-19 12:55:48.4470000;1384862148447;2013-11-19 12:55:48.5570000;1384862148556;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-19 12:57:48.4000000;0;2013-11-19 12:57:48.4000000;1384862268400;2013-11-19 12:57:48.5100000;1384862268509;NULL;1
141;questionnaires;patient;194.239.195.65;2013-11-19 13:12:48.4000000;0;2013-11-19 13:12:48.4000000;1384863168400;2013-11-19 13:12:48.5400000;1384863168541;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-19 13:23:23.7430000;0;2013-11-19 13:23:23.7430000;1384863803744;2013-11-19 13:23:23.9770000;1384863803978;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-19 13:23:46.7430000;0;2013-11-19 13:23:46.7430000;1384863826744;2013-11-19 13:23:46.9770000;1384863826978;NULL;1
296;questionnaires;patient;131.165.102.230;2013-11-19 13:23:57.0870000;0;2013-11-19 13:23:57.0870000;1384863837088;2013-11-19 13:23:57.3830000;1384863837384;NULL;1
265;questionnaires;patient;131.165.102.230;2013-11-19 13:25:43.2130000;0;2013-11-19 13:25:43.2130000;1384863943213;2013-11-19 13:25:43.4770000;1384863943478;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-19 13:26:25.9170000;0;2013-11-19 13:26:25.9170000;1384863985916;2013-11-19 13:26:26.1500000;1384863986150;NULL;1
235;questionnaires;patient;131.165.102.230;2013-11-19 13:27:07.0100000;0;2013-11-19 13:27:07.0100000;1384864027009;2013-11-19 13:27:07.2430000;1384864027244;NULL;1
219;questionnaires;patient;131.165.102.230;2013-11-19 13:27:15.7770000;0;2013-11-19 13:27:15.7770000;1384864035775;2013-11-19 13:27:15.9930000;1384864035994;NULL;1
656;questionnaires;patient;131.165.102.230;2013-11-19 13:28:04.7130000;0;2013-11-19 13:28:04.7130000;1384864084713;2013-11-19 13:28:05.3700000;1384864085369;NULL;1
203;questionnaires;patient;131.165.102.230;2013-11-19 13:31:02.6670000;0;2013-11-19 13:31:02.6670000;1384864262666;2013-11-19 13:31:02.8700000;1384864262869;NULL;1
204;questionnaires;patient;131.165.102.230;2013-11-19 13:31:03.3830000;0;2013-11-19 13:31:03.3830000;1384864263384;2013-11-19 13:31:03.5870000;1384864263588;NULL;1
375;questionnaires;patient;131.165.102.230;2013-11-19 13:31:39.6330000;0;2013-11-19 13:31:39.6330000;1384864299634;2013-11-19 13:31:40.0100000;1384864300009;NULL;1
203;questionnaires;patient;131.165.102.230;2013-11-19 13:31:47.5400000;0;2013-11-19 13:31:47.5400000;1384864307541;2013-11-19 13:31:47.7430000;1384864307744;NULL;1
907;questionnaires;patient;80.198.127.67;2013-11-19 13:46:54.7600000;0;2013-11-19 13:46:54.7600000;1384865214759;2013-11-19 13:46:55.6670000;1384865215666;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-19 14:15:13.3700000;0;2013-11-19 14:15:13.3700000;1384866913369;2013-11-19 14:15:13.4630000;1384866913463;NULL;1
719;questionnaires;patient;87.48.151.226;2013-11-19 14:28:19.5570000;0;2013-11-19 14:28:19.5570000;1384867699556;2013-11-19 14:28:20.2770000;1384867700275;NULL;1
484;questionnaires;patient;131.165.102.230;2013-11-19 14:32:07.8700000;0;2013-11-19 14:32:07.8700000;1384867927869;2013-11-19 14:32:08.3530000;1384867928353;NULL;1
235;questionnaires;patient;131.165.102.230;2013-11-19 14:33:16.1970000;0;2013-11-19 14:33:16.1800000;1384867996181;2013-11-19 14:33:16.4170000;1384867996416;NULL;1
500;questionnaires;patient;131.165.102.230;2013-11-19 14:33:29.1670000;0;2013-11-19 14:33:29.1670000;1384868009166;2013-11-19 14:33:29.6670000;1384868009666;NULL;1
266;questionnaires;patient;131.165.102.230;2013-11-19 14:34:14.0730000;0;2013-11-19 14:34:14.0730000;1384868054072;2013-11-19 14:34:14.3370000;1384868054338;NULL;1
531;questionnaires;patient;131.165.102.230;2013-11-19 14:37:52.9630000;0;2013-11-19 14:37:52.9630000;1384868272963;2013-11-19 14:37:53.4930000;1384868273494;NULL;1
235;questionnaires;patient;131.165.102.230;2013-11-19 14:38:24.1800000;0;2013-11-19 14:38:24.1800000;1384868304181;2013-11-19 14:38:24.4170000;1384868304416;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-19 14:38:32.7900000;0;2013-11-19 14:38:32.7900000;1384868312791;2013-11-19 14:38:33.0270000;1384868313025;NULL;1
234;questionnaires;patient;131.165.102.230;2013-11-19 14:38:41.7770000;0;2013-11-19 14:38:41.7770000;1384868321775;2013-11-19 14:38:42.0100000;1384868322009;NULL;1
265;questionnaires;patient;131.165.102.230;2013-11-19 14:38:48.6200000;0;2013-11-19 14:38:48.6200000;1384868328619;2013-11-19 14:38:48.8830000;1384868328884;NULL;1
2406;questionnaires;patient;131.165.102.230;2013-11-19 14:43:20.8230000;0;2013-11-19 14:43:20.8230000;1384868600822;2013-11-19 14:43:23.2270000;1384868603228;NULL;1
2141;questionnaires;patient;131.165.102.230;2013-11-19 14:53:02.7900000;0;2013-11-19 14:53:02.7770000;1384869182775;2013-11-19 14:53:04.9170000;1384869184916;NULL;1
1016;questionnaires;patient;80.198.127.67;2013-11-19 15:04:52.8830000;0;2013-11-19 15:04:52.8830000;1384869892884;2013-11-19 15:04:53.9000000;1384869893900;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-19 15:06:03.2770000;0;2013-11-19 15:06:03.2770000;1384869963275;2013-11-19 15:06:03.3700000;1384869963369;NULL;1
203;questionnaires;patient;131.165.102.230;2013-11-19 15:08:33.5570000;0;2013-11-19 15:08:33.5570000;1384870113556;2013-11-19 15:08:33.7600000;1384870113759;NULL;1
187;questionnaires;patient;131.165.102.230;2013-11-19 15:08:33.9630000;0;2013-11-19 15:08:33.9630000;1384870113963;2013-11-19 15:08:34.1500000;1384870114150;NULL;1
172;questionnaires;patient;194.239.195.65;2013-11-19 15:13:02.6970000;0;2013-11-19 15:13:02.6970000;1384870382697;2013-11-19 15:13:02.8700000;1384870382869;NULL;1
156;questionnaires;patient;194.239.195.65;2013-11-19 15:13:03.2900000;0;2013-11-19 15:13:03.2900000;1384870383291;2013-11-19 15:13:03.4470000;1384870383447;NULL;1
156;questionnaires;patient;194.239.195.65;2013-11-19 15:14:40.7600000;0;2013-11-19 15:14:40.7430000;1384870480744;2013-11-19 15:14:40.9000000;1384870480900;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-19 15:15:49.2430000;0;2013-11-19 15:15:49.2430000;1384870549244;2013-11-19 15:15:49.3530000;1384870549353;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-19 15:15:49.5100000;0;2013-11-19 15:15:49.5100000;1384870549509;2013-11-19 15:15:49.6030000;1384870549603;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-19 15:16:38.1970000;0;2013-11-19 15:16:38.1970000;1384870598197;2013-11-19 15:16:38.2900000;1384870598291;NULL;1
203;questionnaires;patient;194.239.195.65;2013-11-19 15:17:46.8700000;0;2013-11-19 15:17:46.8700000;1384870666869;2013-11-19 15:17:47.0730000;1384870667072;NULL;1
1265;questionnaires;patient;212.98.82.162;2013-11-20 07:46:29.0400000;0;2013-11-20 07:46:29.0400000;1384929989041;2013-11-20 07:46:30.3070000;1384929990306;NULL;1
953;questionnaires;patient;212.98.82.162;2013-11-20 07:46:31.2270000;0;2013-11-20 07:46:31.2270000;1384929991228;2013-11-20 07:46:32.1800000;1384929992181;NULL;1
9532;questionnaires;patient;212.98.82.162;2013-11-20 07:58:27.1970000;0;2013-11-20 07:58:27.1800000;1384930707181;2013-11-20 07:58:36.7130000;1384930716713;NULL;1
1297;questionnaires;patient;212.98.82.162;2013-11-20 07:58:46.5730000;0;2013-11-20 07:58:46.5730000;1384930726572;2013-11-20 07:58:47.8700000;1384930727869;NULL;1
953;questionnaires;patient;212.98.82.162;2013-11-20 07:58:49.1970000;0;2013-11-20 07:58:49.1970000;1384930729197;2013-11-20 07:58:50.1500000;1384930730150;NULL;1
937;questionnaires;patient;212.98.82.162;2013-11-20 07:58:51.8230000;0;2013-11-20 07:58:51.8230000;1384930731822;2013-11-20 07:58:52.7600000;1384930732759;NULL;1
1078;questionnaires;patient;212.98.82.162;2013-11-20 07:58:54.4930000;0;2013-11-20 07:58:54.4930000;1384930734494;2013-11-20 07:58:55.5730000;1384930735572;NULL;1
953;questionnaires;patient;212.98.82.162;2013-11-20 07:59:04.4000000;0;2013-11-20 07:59:04.4000000;1384930744400;2013-11-20 07:59:05.3530000;1384930745353;NULL;1
938;questionnaires;patient;212.98.82.162;2013-11-20 07:59:06.7270000;0;2013-11-20 07:59:06.7270000;1384930746728;2013-11-20 07:59:07.6670000;1384930747666;NULL;1
1141;questionnaires;patient;212.98.82.162;2013-11-20 07:59:09.3070000;0;2013-11-20 07:59:09.3070000;1384930749306;2013-11-20 07:59:10.4470000;1384930750447;NULL;1
891;questionnaires;patient;212.98.82.162;2013-11-20 07:59:21.9000000;0;2013-11-20 07:59:21.9000000;1384930761900;2013-11-20 07:59:22.7900000;1384930762791;NULL;1
110;questionnaires;patient;194.239.195.65;2013-11-20 08:53:24.5100000;0;2013-11-20 08:53:24.5100000;1384934004509;2013-11-20 08:53:24.6200000;1384934004619;NULL;1
328;questionnaires;patient;131.165.102.230;2013-11-20 08:55:43.6500000;0;2013-11-20 08:55:43.6500000;1384934143650;2013-11-20 08:55:43.9770000;1384934143978;NULL;1
312;questionnaires;patient;131.165.102.230;2013-11-20 09:01:17.8830000;0;2013-11-20 09:01:17.8700000;1384934477869;2013-11-20 09:01:18.1800000;1384934478181;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-20 09:02:49.9630000;0;2013-11-20 09:02:49.9630000;1384934569963;2013-11-20 09:02:50.0730000;1384934570072;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-20 09:04:52.2130000;0;2013-11-20 09:04:52.2130000;1384934692213;2013-11-20 09:04:52.3230000;1384934692322;NULL;1
125;questionnaires;patient;194.239.195.65;2013-11-20 09:06:46.1500000;0;2013-11-20 09:06:46.1500000;1384934806150;2013-11-20 09:06:46.2770000;1384934806275;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-20 09:08:15.4770000;0;2013-11-20 09:08:15.4630000;1384934895463;2013-11-20 09:08:15.5730000;1384934895572;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-20 09:08:44.1500000;0;2013-11-20 09:08:44.1330000;1384934924134;2013-11-20 09:08:44.2270000;1384934924228;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-20 09:08:52.6330000;0;2013-11-20 09:08:52.6330000;1384934932634;2013-11-20 09:08:52.7270000;1384934932728;NULL;1
391;questionnaires;patient;194.239.195.65;2013-11-20 09:09:40.9470000;0;2013-11-20 09:09:40.9470000;1384934980947;2013-11-20 09:09:41.3370000;1384934981338;NULL;1
343;questionnaires;patient;194.239.195.65;2013-11-20 09:09:41.5870000;0;2013-11-20 09:09:41.5870000;1384934981588;2013-11-20 09:09:41.9300000;1384934981931;NULL;1
328;questionnaires;patient;194.239.195.65;2013-11-20 09:09:48.9170000;0;2013-11-20 09:09:48.9170000;1384934988916;2013-11-20 09:09:49.2430000;1384934989244;NULL;1
7375;questionnaires;patient;10.0.250.126;2013-11-20 09:18:41.5400000;0;2013-11-20 09:18:41.5400000;1384935521541;2013-11-20 09:18:48.9170000;1384935528916;NULL;1
704;questionnaires;patient;131.165.102.230;2013-11-20 09:25:44.0100000;0;2013-11-20 09:25:44.0100000;1384935944009;2013-11-20 09:25:44.7130000;1384935944713;NULL;1
797;questionnaires;patient;194.239.195.65;2013-11-20 09:26:09.8230000;0;2013-11-20 09:26:09.8230000;1384935969822;2013-11-20 09:26:10.6200000;1384935970619;NULL;1
1250;questionnaires;patient;131.165.102.230;2013-11-20 09:26:35.4300000;0;2013-11-20 09:26:35.4300000;1384935995431;2013-11-20 09:26:36.6800000;1384935996681;NULL;1
172;questionnaires;patient;131.165.102.230;2013-11-20 09:27:05.9000000;0;2013-11-20 09:27:05.8830000;1384936025884;2013-11-20 09:27:06.0570000;1384936026056;NULL;1
672;questionnaires;patient;194.239.195.65;2013-11-20 09:28:27.6800000;0;2013-11-20 09:28:27.6670000;1384936107666;2013-11-20 09:28:28.3370000;1384936108338;NULL;1
94;questionnaires;patient;131.165.102.230;2013-11-20 09:28:53.0570000;0;2013-11-20 09:28:53.0570000;1384936133056;2013-11-20 09:28:53.1500000;1384936133150;NULL;1
954;questionnaires;patient;194.239.195.65;2013-11-20 09:29:52.0100000;0;2013-11-20 09:29:52.0100000;1384936192009;2013-11-20 09:29:52.9630000;1384936192963;NULL;1
110;questionnaires;patient;131.165.102.230;2013-11-20 09:30:12.8830000;0;2013-11-20 09:30:12.8830000;1384936212884;2013-11-20 09:30:12.9930000;1384936212994;NULL;1
9219;questionnaires;patient;194.239.195.65;2013-11-20 09:32:43.3830000;0;2013-11-20 09:32:43.3830000;1384936363384;2013-11-20 09:32:52.6030000;1384936372603;NULL;1
500;questionnaires;patient;10.0.250.126;2013-11-20 09:44:25.2770000;0;2013-11-20 09:44:25.2770000;1384937065275;2013-11-20 09:44:25.7770000;1384937065775;NULL;1
125;questionnaires;patient;194.239.195.65;2013-11-20 09:48:29.4770000;0;2013-11-20 09:48:29.4770000;1384937309478;2013-11-20 09:48:29.6030000;1384937309603;NULL;1
125;questionnaires;patient;194.239.195.65;2013-11-20 09:50:09.7770000;0;2013-11-20 09:50:09.7770000;1384937409775;2013-11-20 09:50:09.9000000;1384937409900;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-20 10:06:34.3700000;0;2013-11-20 10:06:34.3700000;1384938394369;2013-11-20 10:06:34.4770000;1384938394478;NULL;1
94;questionnaires;patient;131.165.102.230;2013-11-20 10:25:18.9630000;0;2013-11-20 10:25:18.9470000;1384939518947;2013-11-20 10:25:19.0400000;1384939519041;NULL;1
93;questionnaires;patient;131.165.102.230;2013-11-20 10:26:44.0870000;0;2013-11-20 10:26:44.0870000;1384939604088;2013-11-20 10:26:44.1800000;1384939604181;NULL;1
109;questionnaires;patient;131.165.102.230;2013-11-20 10:30:20.4300000;0;2013-11-20 10:30:20.4170000;1384939820416;2013-11-20 10:30:20.5270000;1384939820525;NULL;1
94;questionnaires;patient;131.165.102.230;2013-11-20 10:31:49.8530000;0;2013-11-20 10:31:49.8530000;1384939909853;2013-11-20 10:31:49.9470000;1384939909947;NULL;1
94;questionnaires;patient;131.165.102.230;2013-11-20 10:33:15.7430000;0;2013-11-20 10:33:15.7430000;1384939995744;2013-11-20 10:33:15.8370000;1384939995838;NULL;1
109;questionnaires;patient;131.165.102.230;2013-11-20 10:35:21.2130000;0;2013-11-20 10:35:21.1970000;1384940121197;2013-11-20 10:35:21.3070000;1384940121306;NULL;1
188;questionnaires;patient;131.165.102.230;2013-11-20 10:36:13.7270000;0;2013-11-20 10:36:13.7270000;1384940173728;2013-11-20 10:36:13.9170000;1384940173916;NULL;1
110;questionnaires;patient;194.239.195.65;2013-11-20 10:37:31.1500000;0;2013-11-20 10:37:31.1330000;1384940251134;2013-11-20 10:37:31.2430000;1384940251244;NULL;1
110;questionnaires;patient;131.165.102.230;2013-11-20 10:39:18.2770000;0;2013-11-20 10:39:18.2600000;1384940358259;2013-11-20 10:39:18.3700000;1384940358369;NULL;1
719;questionnaires;patient;131.165.102.230;2013-11-20 10:40:18.9930000;0;2013-11-20 10:40:18.9930000;1384940418994;2013-11-20 10:40:19.7130000;1384940419713;NULL;1
1204;questionnaires;patient;194.239.195.65;2013-11-20 10:41:30.9000000;0;2013-11-20 10:41:30.8830000;1384940490884;2013-11-20 10:41:32.0870000;1384940492088;NULL;1
172;questionnaires;patient;194.239.195.65;2013-11-20 10:42:58.3070000;0;2013-11-20 10:42:58.3070000;1384940578306;2013-11-20 10:42:58.4770000;1384940578478;NULL;1
110;questionnaires;patient;194.239.195.65;2013-11-20 10:44:16.6800000;0;2013-11-20 10:44:16.6800000;1384940656681;2013-11-20 10:44:16.7900000;1384940656791;NULL;1
109;questionnaires;patient;194.239.195.65;2013-11-20 10:45:39.9930000;0;2013-11-20 10:45:39.9930000;1384940739994;2013-11-20 10:45:40.1030000;1384940740103;NULL;1
1109;questionnaires;patient;194.239.195.65;2013-11-20 10:47:25.5730000;0;2013-11-20 10:47:25.5730000;1384940845572;2013-11-20 10:47:26.6800000;1384940846681;NULL;1
79;questionnaires;patient;194.239.195.65;2013-11-20 10:48:50.5100000;0;2013-11-20 10:48:50.5100000;1384940930509;2013-11-20 10:48:50.5870000;1384940930588;NULL;1
500;questionnaires;patient;10.0.250.126;2013-11-20 10:49:52.1030000;0;2013-11-20 10:49:52.1030000;1384940992103;2013-11-20 10:49:52.6030000;1384940992603;NULL;1
93;questionnaires;patient;194.239.195.65;2013-11-20 10:50:05.4630000;0;2013-11-20 10:50:05.4630000;1384941005463;2013-11-20 10:50:05.5570000;1384941005556;NULL;1
141;questionnaires;patient;194.239.195.65;2013-11-20 10:52:35.3530000;0;2013-11-20 10:52:35.3530000;1384941155353;2013-11-20 10:52:35.4930000;1384941155494;NULL;1
94;questionnaires;patient;194.239.195.65;2013-11-20 10:53:25.2270000;0;2013-11-20 10:53:25.2270000;1384941205228;2013-11-20 10:53:25.3230000;1384941205322;NULL;1
516;questionnaires;patient;10.0.250.126;2013-11-20 10:55:19.6330000;0;2013-11-20 10:55:19.6330000;1384941319634;2013-11-20 10:55:20.1500000;1384941320150;NULL;1
484;questionnaires;patient;10.0.250.126;2013-11-20 10:57:39.6670000;0;2013-11-20 10:57:39.6670000;1384941459666;2013-11-20 10:57:40.1500000;1384941460150;NULL;1
469;questionnaires;patient;10.0.250.126;2013-11-20 11:01:48.8230000;0;2013-11-20 11:01:48.8230000;1384941708822;2013-11-20 11:01:49.2900000;1384941709291;NULL;1
516;questionnaires;patient;10.0.250.126;2013-11-20 11:03:13.6330000;0;2013-11-20 11:03:13.6330000;1384941793634;2013-11-20 11:03:14.1500000;1384941794150;NULL;1
531;questionnaires;patient;10.0.250.126;2013-11-20 11:05:01.4000000;0;2013-11-20 11:05:01.4000000;1384941901400;2013-11-20 11:05:01.9300000;1384941901931;NULL;1
610;questionnaires;patient;10.0.250.126;2013-11-20 11:07:14.7270000;0;2013-11-20 11:07:14.7270000;1384942034728;2013-11-20 11:07:15.3370000;1384942035338;NULL;1
687;questionnaires;patient;10.0.250.126;2013-11-20 11:10:47.9630000;0;2013-11-20 11:10:47.9630000;1384942247963;2013-11-20 11:10:48.6500000;1384942248650;NULL;1
516;questionnaires;patient;10.0.250.126;2013-11-20 11:12:46.9470000;0;2013-11-20 11:12:46.9470000;1384942366947;2013-11-20 11:12:47.4630000;1384942367463;NULL;1
594;questionnaires;patient;10.0.250.126;2013-11-20 11:14:53.6500000;0;2013-11-20 11:14:53.6500000;1384942493650;2013-11-20 11:14:54.2430000;1384942494244;NULL;1
500;questionnaires;patient;10.0.250.126;2013-11-20 11:18:35.7270000;0;2013-11-20 11:18:35.7270000;1384942715728;2013-11-20 11:18:36.2270000;1384942716228;NULL;1
469;questionnaires;patient;10.0.250.126;2013-11-20 11:26:22.6030000;0;2013-11-20 11:26:22.6030000;1384943182603;2013-11-20 11:26:23.0730000;1384943183072;NULL;1
