Duration;Action;Controller;IP;Created;Exception;StartDate;StartTime;EndDate;EndTime;Operation;Success
563;questionnaires;patient;76.191.45.2;2013-12-04 20:08:20.0370000;0;2013-12-04 20:08:20.0370000;1386184100036;2013-12-04 20:08:20.6000000;1386184100599;NULL;1
797;questionnaires;patient;76.191.45.2;2013-12-05 21:45:21.6200000;0;2013-12-05 21:45:21.6070000;1386276321605;2013-12-05 21:45:22.4030000;1386276322402;NULL;1
547;questionnaires;patient;76.191.45.2;2013-12-05 22:35:02.9970000;0;2013-12-05 22:35:02.9970000;1386279302996;2013-12-05 22:35:03.5430000;1386279303543;NULL;1
609;questionnaires;patient;87.104.202.30;2013-12-06 08:55:21.4970000;0;2013-12-06 08:55:21.4970000;1386316521496;2013-12-06 08:55:22.1070000;1386316522105;NULL;1
188;questionnaires;patient;87.104.202.30;2013-12-06 08:55:27.7770000;0;2013-12-06 08:55:27.7770000;1386316527777;2013-12-06 08:55:27.9670000;1386316527965;NULL;1
219;questionnaires;patient;87.104.202.30;2013-12-06 08:56:15.1070000;0;2013-12-06 08:56:15.1070000;1386316575105;2013-12-06 08:56:15.3230000;1386316575324;NULL;1
282;questionnaires;patient;87.104.202.30;2013-12-06 09:09:10.9800000;0;2013-12-06 09:09:10.9800000;1386317350980;2013-12-06 09:09:11.2630000;1386317351262;NULL;1
172;questionnaires;patient;87.104.202.30;2013-12-06 09:10:03.2170000;0;2013-12-06 09:10:03.2170000;1386317403215;2013-12-06 09:10:03.3870000;1386317403387;NULL;1
9562;questionnaires;patient;76.191.45.2;2013-12-06 20:47:18.3400000;0;2013-12-06 20:47:18.3400000;1386359238340;2013-12-06 20:47:27.9030000;1386359247902;NULL;1
1688;questionnaires;patient;76.191.45.2;2013-12-06 20:47:28.5570000;0;2013-12-06 20:47:28.5570000;1386359248558;2013-12-06 20:47:30.2470000;1386359250246;NULL;1
1125;questionnaires;patient;76.191.45.2;2013-12-06 20:48:42.1200000;0;2013-12-06 20:48:42.1200000;1386359322121;2013-12-06 20:48:43.2470000;1386359323246;NULL;1
1594;questionnaires;patient;76.191.45.2;2013-12-06 20:58:06.3230000;0;2013-12-06 20:58:06.3230000;1386359886324;2013-12-06 20:58:07.9170000;1386359887918;NULL;1
1250;questionnaires;patient;76.191.45.2;2013-12-06 21:00:21.5730000;0;2013-12-06 21:00:21.5730000;1386360021574;2013-12-06 21:00:22.8230000;1386360022824;NULL;1
860;questionnaires;patient;76.191.45.2;2013-12-06 21:02:35.9030000;0;2013-12-06 21:02:35.9030000;1386360155902;2013-12-06 21:02:36.7630000;1386360156762;NULL;1
797;questionnaires;patient;216.149.208.9;2013-12-09 03:45:55.8870000;0;2013-12-09 03:45:55.8870000;1386557155886;2013-12-09 03:45:56.6830000;1386557156683;NULL;1
375;questionnaires;patient;80.197.59.2;2013-12-09 09:05:32.2300000;0;2013-12-09 09:05:32.2130000;1386576332214;2013-12-09 09:05:32.5900000;1386576332589;NULL;1
4625;questionnaires;patient;80.197.59.2;2013-12-09 09:05:45.5430000;0;2013-12-09 09:05:45.5270000;1386576345526;2013-12-09 09:05:50.1500000;1386576350151;NULL;1
141;questionnaires;patient;80.197.59.2;2013-12-09 09:06:57.7930000;0;2013-12-09 09:06:57.7930000;1386576417792;2013-12-09 09:06:57.9330000;1386576417933;NULL;1
750;questionnaires;patient;80.197.59.2;2013-12-09 09:07:00.6030000;0;2013-12-09 09:07:00.6030000;1386576420604;2013-12-09 09:07:01.3530000;1386576421354;NULL;1
203;questionnaires;patient;87.104.202.30;2013-12-09 11:20:17.5730000;0;2013-12-09 11:20:17.5730000;1386584417573;2013-12-09 11:20:17.7770000;1386584417776;NULL;1
250;questionnaires;patient;87.104.202.30;2013-12-09 11:20:20.6970000;0;2013-12-09 11:20:20.6970000;1386584420698;2013-12-09 11:20:20.9470000;1386584420948;NULL;1
141;questionnaires;patient;87.104.202.30;2013-12-09 11:20:44.5730000;0;2013-12-09 11:20:44.5730000;1386584444573;2013-12-09 11:20:44.7130000;1386584444714;NULL;1
234;questionnaires;patient;87.104.202.30;2013-12-09 11:20:47.0430000;0;2013-12-09 11:20:47.0430000;1386584447042;2013-12-09 11:20:47.2770000;1386584447276;NULL;1
172;questionnaires;patient;87.104.202.30;2013-12-09 11:20:56.1970000;0;2013-12-09 11:20:56.1970000;1386584456198;2013-12-09 11:20:56.3700000;1386584456370;NULL;1
344;questionnaires;patient;87.104.202.30;2013-12-09 11:20:57.8230000;0;2013-12-09 11:20:57.8230000;1386584457823;2013-12-09 11:20:58.1670000;1386584458167;NULL;1
140;questionnaires;patient;87.104.202.30;2013-12-09 11:27:48.9630000;0;2013-12-09 11:27:48.9630000;1386584868964;2013-12-09 11:27:49.1030000;1386584869104;NULL;1
156;questionnaires;patient;87.104.202.30;2013-12-09 11:27:51.4970000;0;2013-12-09 11:27:51.4970000;1386584871495;2013-12-09 11:27:51.6500000;1386584871651;NULL;1
219;questionnaires;patient;87.104.202.30;2013-12-09 11:27:54.2130000;0;2013-12-09 11:27:54.2130000;1386584874214;2013-12-09 11:27:54.4330000;1386584874433;NULL;1
562;questionnaires;patient;87.104.202.30;2013-12-09 11:27:56.2930000;0;2013-12-09 11:27:56.2930000;1386584876292;2013-12-09 11:27:56.8530000;1386584876854;NULL;1
188;questionnaires;patient;87.104.202.30;2013-12-09 11:27:59.1970000;0;2013-12-09 11:27:59.1970000;1386584879198;2013-12-09 11:27:59.3870000;1386584879386;NULL;1
141;questionnaires;patient;87.104.202.30;2013-12-09 11:28:00.7770000;0;2013-12-09 11:28:00.7770000;1386584880776;2013-12-09 11:28:00.9170000;1386584880917;NULL;1
156;questionnaires;patient;87.104.202.30;2013-12-09 11:28:02.8230000;0;2013-12-09 11:28:02.8070000;1386584882808;2013-12-09 11:28:02.9630000;1386584882964;NULL;1
172;questionnaires;patient;87.104.202.30;2013-12-09 11:28:04.6200000;0;2013-12-09 11:28:04.6200000;1386584884620;2013-12-09 11:28:04.7930000;1386584884792;NULL;1
172;questionnaires;patient;87.104.202.30;2013-12-09 11:28:07.3700000;0;2013-12-09 11:28:07.3530000;1386584887354;2013-12-09 11:28:07.5270000;1386584887526;NULL;1
203;questionnaires;patient;87.104.202.30;2013-12-09 11:28:09.4630000;0;2013-12-09 11:28:09.4470000;1386584889448;2013-12-09 11:28:09.6500000;1386584889651;NULL;1
140;questionnaires;patient;87.104.202.30;2013-12-09 11:28:14.4630000;0;2013-12-09 11:28:14.4630000;1386584894464;2013-12-09 11:28:14.6030000;1386584894604;NULL;1
203;questionnaires;patient;87.104.202.30;2013-12-09 11:28:17.0100000;0;2013-12-09 11:28:16.9970000;1386584896995;2013-12-09 11:28:17.1970000;1386584897198;NULL;1
1234;questionnaires;patient;8.25.24.2;2013-12-09 15:23:50.6370000;0;2013-12-09 15:23:50.6370000;1386599030636;2013-12-09 15:23:51.8700000;1386599031870;NULL;1
578;questionnaires;patient;8.25.24.2;2013-12-09 17:25:20.2470000;0;2013-12-09 17:25:20.2470000;1386606320245;2013-12-09 17:25:20.8230000;1386606320823;NULL;1
250;questionnaires;patient;8.25.24.2;2013-12-09 17:25:32.6670000;0;2013-12-09 17:25:32.6670000;1386606332667;2013-12-09 17:25:32.9170000;1386606332917;NULL;1
218;questionnaires;patient;8.25.24.2;2013-12-09 17:49:39.2600000;0;2013-12-09 17:49:39.2600000;1386607779261;2013-12-09 17:49:39.4800000;1386607779479;NULL;1
172;questionnaires;patient;87.104.202.30;2013-12-10 14:14:54.7700000;0;2013-12-10 14:14:54.7570000;1386681294755;2013-12-10 14:14:54.9270000;1386681294927;NULL;1
781;questionnaires;patient;8.25.24.2;2013-12-10 15:56:47.4570000;0;2013-12-10 15:56:47.4570000;1386687407458;2013-12-10 15:56:48.2400000;1386687408239;NULL;1
688;questionnaires;patient;8.25.24.2;2013-12-10 16:36:34.6930000;0;2013-12-10 16:36:34.6930000;1386689794692;2013-12-10 16:36:35.3800000;1386689795380;NULL;1
672;questionnaires;patient;8.25.24.2;2013-12-10 16:46:03.0370000;0;2013-12-10 16:46:03.0370000;1386690363036;2013-12-10 16:46:03.7070000;1386690363708;NULL;1
750;questionnaires;patient;8.25.24.2;2013-12-10 16:46:20.8970000;0;2013-12-10 16:46:20.8970000;1386690380895;2013-12-10 16:46:21.6470000;1386690381645;NULL;1
469;questionnaires;patient;8.25.24.2;2013-12-10 16:46:35.0830000;0;2013-12-10 16:46:35.0830000;1386690395083;2013-12-10 16:46:35.5530000;1386690395552;NULL;1
469;questionnaires;patient;8.25.24.2;2013-12-10 16:46:48.5970000;0;2013-12-10 16:46:48.5970000;1386690408598;2013-12-10 16:46:49.0670000;1386690409067;NULL;1
500;questionnaires;patient;8.25.24.2;2013-12-10 16:46:56.0830000;0;2013-12-10 16:46:56.0830000;1386690416083;2013-12-10 16:46:56.5830000;1386690416583;NULL;1
625;questionnaires;patient;8.25.24.2;2013-12-10 16:47:18.7870000;0;2013-12-10 16:47:18.7870000;1386690438786;2013-12-10 16:47:19.4100000;1386690439411;NULL;1
438;questionnaires;patient;8.25.24.2;2013-12-10 16:47:26.3170000;0;2013-12-10 16:47:26.3170000;1386690446317;2013-12-10 16:47:26.7570000;1386690446755;NULL;1
453;questionnaires;patient;8.25.24.2;2013-12-10 16:47:42.8800000;0;2013-12-10 16:47:42.8800000;1386690462880;2013-12-10 16:47:43.3330000;1386690463333;NULL;1
453;questionnaires;patient;8.25.24.2;2013-12-10 16:48:21.2870000;0;2013-12-10 16:48:21.2870000;1386690501286;2013-12-10 16:48:21.7400000;1386690501739;NULL;1
344;questionnaires;patient;8.25.24.2;2013-12-10 16:48:58.7070000;0;2013-12-10 16:48:58.7070000;1386690538708;2013-12-10 16:48:59.0530000;1386690539052;NULL;1
375;questionnaires;patient;8.25.24.2;2013-12-10 16:49:11.8630000;0;2013-12-10 16:49:11.8630000;1386690551864;2013-12-10 16:49:12.2400000;1386690552239;NULL;1
406;questionnaires;patient;8.25.24.2;2013-12-10 16:50:14.1930000;0;2013-12-10 16:50:14.1930000;1386690614192;2013-12-10 16:50:14.5970000;1386690614598;NULL;1
484;questionnaires;patient;8.25.24.2;2013-12-10 16:54:22.0370000;0;2013-12-10 16:54:22.0370000;1386690862036;2013-12-10 16:54:22.5200000;1386690862520;NULL;1
484;questionnaires;patient;8.25.24.2;2013-12-10 16:58:07.1300000;0;2013-12-10 16:58:07.1300000;1386691087130;2013-12-10 16:58:07.6130000;1386691087614;NULL;1
359;questionnaires;patient;8.25.24.2;2013-12-10 16:58:19.6470000;0;2013-12-10 16:58:19.6300000;1386691099630;2013-12-10 16:58:19.9900000;1386691099989;NULL;1
422;questionnaires;patient;8.25.24.2;2013-12-10 17:36:21.2570000;0;2013-12-10 17:36:21.2570000;1386693381255;2013-12-10 17:36:21.6770000;1386693381677;NULL;1
391;questionnaires;patient;8.25.24.2;2013-12-10 18:55:18.3970000;0;2013-12-10 18:55:18.3970000;1386698118395;2013-12-10 18:55:18.7870000;1386698118786;NULL;1
485;questionnaires;patient;8.25.24.2;2013-12-10 19:05:25.3470000;0;2013-12-10 19:05:25.3470000;1386698725348;2013-12-10 19:05:25.8330000;1386698725833;NULL;1
219;questionnaires;patient;8.25.24.2;2013-12-10 19:14:46.9730000;0;2013-12-10 19:14:46.9730000;1386699286973;2013-12-10 19:14:47.1930000;1386699287192;NULL;1
407;questionnaires;patient;8.25.24.2;2013-12-10 19:41:32.6470000;0;2013-12-10 19:41:32.6470000;1386700892645;2013-12-10 19:41:33.0530000;1386700893052;NULL;1
469;questionnaires;patient;8.25.24.2;2013-12-10 19:51:26.1930000;0;2013-12-10 19:51:26.1930000;1386701486192;2013-12-10 19:51:26.6600000;1386701486661;NULL;1
407;questionnaires;patient;8.25.24.2;2013-12-10 19:51:52.0970000;0;2013-12-10 19:51:52.0970000;1386701512098;2013-12-10 19:51:52.5070000;1386701512505;NULL;1
219;questionnaires;patient;8.25.24.2;2013-12-11 17:55:15.0200000;0;2013-12-11 17:55:15.0200000;1386780915020;2013-12-11 17:55:15.2400000;1386780915239;NULL;1
375;questionnaires;patient;8.25.24.2;2013-12-11 17:55:21.4270000;0;2013-12-11 17:55:21.4270000;1386780921427;2013-12-11 17:55:21.8030000;1386780921802;NULL;1
109;questionnaires;patient;8.25.24.2;2013-12-11 17:55:35.9430000;0;2013-12-11 17:55:35.9270000;1386780935927;2013-12-11 17:55:36.0370000;1386780936036;NULL;1
688;questionnaires;patient;8.25.24.2;2013-12-11 18:03:46.3630000;0;2013-12-11 18:03:46.3630000;1386781426364;2013-12-11 18:03:47.0530000;1386781427052;NULL;1
719;questionnaires;patient;8.25.24.2;2013-12-11 18:38:38.3630000;0;2013-12-11 18:38:38.3630000;1386783518364;2013-12-11 18:38:39.0830000;1386783519083;NULL;1
609;questionnaires;patient;8.25.24.2;2013-12-11 18:44:42.6130000;0;2013-12-11 18:44:42.6130000;1386783882614;2013-12-11 18:44:43.2230000;1386783883223;NULL;1
703;questionnaires;patient;8.25.24.2;2013-12-11 18:48:54.4570000;0;2013-12-11 18:48:54.4570000;1386784134458;2013-12-11 18:48:55.1600000;1386784135161;NULL;1
578;questionnaires;patient;8.25.24.2;2013-12-11 18:49:38.2870000;0;2013-12-11 18:49:38.2700000;1386784178270;2013-12-11 18:49:38.8470000;1386784178848;NULL;1
656;questionnaires;patient;8.25.24.2;2013-12-11 18:50:03.6770000;0;2013-12-11 18:50:03.6770000;1386784203677;2013-12-11 18:50:04.3330000;1386784204333;NULL;1
640;questionnaires;patient;8.25.24.2;2013-12-11 20:07:28.0670000;0;2013-12-11 20:07:28.0530000;1386788848052;2013-12-11 20:07:28.6930000;1386788848692;NULL;1
625;questionnaires;patient;8.25.24.2;2013-12-11 20:07:49.5070000;0;2013-12-11 20:07:49.5070000;1386788869505;2013-12-11 20:07:50.1300000;1386788870130;NULL;1
203;questionnaires;patient;87.104.202.30;2013-12-12 10:35:03.2230000;0;2013-12-12 10:35:03.2230000;1386840903224;2013-12-12 10:35:03.4270000;1386840903427;NULL;1
2547;questionnaires;patient;87.104.202.30;2013-12-12 10:35:09.6470000;1;2013-12-12 10:35:09.6470000;1386840909646;2013-12-12 10:35:12.1930000;1386840912193;NULL;0
703;questionnaires;patient;2.108.97.181;2013-12-16 01:23:34.7070000;0;2013-12-16 01:23:34.7070000;1387153414708;2013-12-16 01:23:35.4100000;1387153415411;NULL;1
1391;questionnaires;patient;87.104.202.30;2013-12-17 10:47:27.0470000;0;2013-12-17 10:47:27.0470000;1387273647048;2013-12-17 10:47:28.4400000;1387273648439;NULL;1
156;questionnaires;patient;193.163.223.39;2013-12-18 11:07:07.9330000;0;2013-12-18 11:07:07.9330000;1387361227934;2013-12-18 11:07:08.0900000;1387361228090;NULL;1
94;questionnaires;patient;193.163.223.39;2013-12-18 11:07:15.4970000;0;2013-12-18 11:07:15.4970000;1387361235496;2013-12-18 11:07:15.5900000;1387361235590;NULL;1
110;questionnaires;patient;193.163.223.39;2013-12-18 11:07:21.8570000;0;2013-12-18 11:07:21.8570000;1387361241855;2013-12-18 11:07:21.9670000;1387361241965;NULL;1
250;questionnaires;patient;193.163.223.39;2013-12-18 11:07:24.0900000;0;2013-12-18 11:07:24.0900000;1387361244090;2013-12-18 11:07:24.3400000;1387361244340;NULL;1
188;questionnaires;patient;193.163.223.39;2013-12-18 11:07:42.6530000;0;2013-12-18 11:07:42.6530000;1387361262652;2013-12-18 11:07:42.8400000;1387361262840;NULL;1
281;questionnaires;patient;193.163.223.39;2013-12-18 11:08:08.5130000;0;2013-12-18 11:08:08.5130000;1387361288512;2013-12-18 11:08:08.7930000;1387361288793;NULL;1
125;questionnaires;patient;193.163.223.39;2013-12-18 11:12:44.5430000;0;2013-12-18 11:12:44.5430000;1387361564543;2013-12-18 11:12:44.6670000;1387361564668;NULL;1
125;questionnaires;patient;193.163.223.39;2013-12-18 11:12:48.4030000;0;2013-12-18 11:12:48.4030000;1387361568402;2013-12-18 11:12:48.5270000;1387361568527;NULL;1
235;questionnaires;patient;193.163.223.39;2013-12-18 11:12:52.3230000;0;2013-12-18 11:12:52.3230000;1387361572324;2013-12-18 11:12:52.5600000;1387361572559;NULL;1
109;questionnaires;patient;193.163.223.39;2013-12-18 11:13:34.2170000;0;2013-12-18 11:13:34.2170000;1387361614215;2013-12-18 11:13:34.3230000;1387361614324;NULL;1
110;questionnaires;patient;193.163.223.39;2013-12-18 11:13:40.1070000;0;2013-12-18 11:13:40.1070000;1387361620105;2013-12-18 11:13:40.2170000;1387361620215;NULL;1
203;questionnaires;patient;193.163.223.39;2013-12-18 11:13:43.0730000;0;2013-12-18 11:13:43.0730000;1387361623074;2013-12-18 11:13:43.2770000;1387361623277;NULL;1
110;questionnaires;patient;193.163.223.39;2013-12-18 11:21:13.3570000;0;2013-12-18 11:21:13.3570000;1387362073355;2013-12-18 11:21:13.4670000;1387362073465;NULL;1
125;questionnaires;patient;193.163.223.39;2013-12-18 11:21:57.9970000;0;2013-12-18 11:21:57.9800000;1387362117980;2013-12-18 11:21:58.1070000;1387362118105;NULL;1
500;questionnaires;patient;87.104.202.30;2013-12-19 10:25:33.6730000;0;2013-12-19 10:25:33.6730000;1387445133673;2013-12-19 10:25:34.1730000;1387445134173;NULL;1
3203;questionnaires;patient;87.104.202.30;2013-12-20 10:32:21.7670000;0;2013-12-20 10:32:21.7500000;1387531941751;2013-12-20 10:32:24.9530000;1387531944954;NULL;1
141;questionnaires;patient;87.104.202.30;2013-12-20 10:32:33.8130000;0;2013-12-20 10:32:33.8130000;1387531953813;2013-12-20 10:32:33.9530000;1387531953954;NULL;1
6969;questionnaires;patient;87.104.202.30;2013-12-20 10:32:41.7830000;0;2013-12-20 10:32:41.7830000;1387531961782;2013-12-20 10:32:48.7500000;1387531968751;NULL;1
594;questionnaires;patient;93.162.248.65;2013-12-28 11:14:05.2870000;0;2013-12-28 11:14:05.2700000;1388225645270;2013-12-28 11:14:05.8630000;1388225645864;NULL;1
672;questionnaires;patient;87.104.202.30;2014-01-06 08:43:08.4630000;0;2014-01-06 08:43:08.4630000;1388994188463;2014-01-06 08:43:09.1370000;1388994189135;NULL;1
187;questionnaires;patient;87.104.202.30;2014-01-06 08:48:34.0730000;0;2014-01-06 08:48:34.0730000;1388994514073;2014-01-06 08:48:34.2600000;1388994514260;NULL;1
125;questionnaires;patient;87.104.202.30;2014-01-06 08:49:38.9800000;0;2014-01-06 08:49:38.9800000;1388994578979;2014-01-06 08:49:39.1030000;1388994579104;NULL;1
109;questionnaires;patient;87.104.202.30;2014-01-06 08:51:10.0570000;0;2014-01-06 08:51:10.0570000;1388994670057;2014-01-06 08:51:10.1670000;1388994670166;NULL;1
125;questionnaires;patient;87.104.202.30;2014-01-06 10:49:22.1970000;0;2014-01-06 10:49:22.1970000;1389001762198;2014-01-06 10:49:22.3230000;1389001762323;NULL;1
250;questionnaires;patient;62.44.134.157;2014-01-09 11:57:51.0230000;0;2014-01-09 11:57:51.0230000;1389265071022;2014-01-09 11:57:51.2730000;1389265071272;NULL;1
78;questionnaires;patient;62.44.134.157;2014-01-09 11:58:09.3030000;0;2014-01-09 11:58:09.3030000;1389265089303;2014-01-09 11:58:09.3800000;1389265089381;NULL;1
78;questionnaires;patient;62.44.134.157;2014-01-09 11:58:27.0230000;0;2014-01-09 11:58:27.0230000;1389265107022;2014-01-09 11:58:27.1000000;1389265107100;NULL;1
140;questionnaires;patient;62.44.134.157;2014-01-09 11:58:37.8970000;0;2014-01-09 11:58:37.8970000;1389265117897;2014-01-09 11:58:38.0370000;1389265118037;NULL;1
640;questionnaires;patient;62.44.134.157;2014-01-09 11:58:43.6170000;0;2014-01-09 11:58:43.6000000;1389265123600;2014-01-09 11:58:44.2400000;1389265124240;NULL;1
500;questionnaires;patient;62.44.134.157;2014-01-09 11:59:44.2100000;0;2014-01-09 11:59:44.2100000;1389265184209;2014-01-09 11:59:44.7100000;1389265184709;NULL;1
453;questionnaires;patient;62.44.134.157;2014-01-09 12:01:17.1300000;0;2014-01-09 12:01:17.1300000;1389265277131;2014-01-09 12:01:17.5830000;1389265277584;NULL;1
484;questionnaires;patient;62.44.134.157;2014-01-09 12:01:41.2730000;0;2014-01-09 12:01:41.2730000;1389265301272;2014-01-09 12:01:41.7570000;1389265301756;NULL;1
344;questionnaires;patient;62.44.134.157;2014-01-09 12:01:55.7400000;0;2014-01-09 12:01:55.7400000;1389265315740;2014-01-09 12:01:56.0830000;1389265316084;NULL;1
359;questionnaires;patient;62.44.134.157;2014-01-09 12:02:09.0830000;0;2014-01-09 12:02:09.0830000;1389265329084;2014-01-09 12:02:09.4430000;1389265329443;NULL;1
187;questionnaires;patient;62.44.134.157;2014-01-09 12:16:19.5230000;0;2014-01-09 12:16:19.5230000;1389266179522;2014-01-09 12:16:19.7100000;1389266179709;NULL;1
171;questionnaires;patient;62.44.134.157;2014-01-09 12:36:26.0230000;0;2014-01-09 12:36:26.0230000;1389267386022;2014-01-09 12:36:26.1930000;1389267386193;NULL;1
578;questionnaires;patient;62.44.134.157;2014-01-09 12:41:23.0530000;0;2014-01-09 12:41:23.0530000;1389267683053;2014-01-09 12:41:23.6300000;1389267683631;NULL;1
516;questionnaires;patient;62.44.134.157;2014-01-09 12:44:19.7870000;0;2014-01-09 12:44:19.7870000;1389267859787;2014-01-09 12:44:20.3030000;1389267860303;NULL;1
406;questionnaires;patient;62.44.134.157;2014-01-09 12:46:36.1770000;0;2014-01-09 12:46:36.1770000;1389267996178;2014-01-09 12:46:36.5830000;1389267996584;NULL;1
438;questionnaires;patient;62.44.134.157;2014-01-09 12:48:03.5370000;0;2014-01-09 12:48:03.5370000;1389268083537;2014-01-09 12:48:03.9770000;1389268083975;NULL;1
359;questionnaires;patient;62.44.134.157;2014-01-09 12:50:17.3030000;0;2014-01-09 12:50:17.3030000;1389268217303;2014-01-09 12:50:17.6630000;1389268217662;NULL;1
422;questionnaires;patient;62.44.134.157;2014-01-09 12:52:39.3170000;0;2014-01-09 12:52:39.3170000;1389268359318;2014-01-09 12:52:39.7400000;1389268359740;NULL;1
375;questionnaires;patient;62.44.134.157;2014-01-09 12:52:51.0670000;0;2014-01-09 12:52:51.0670000;1389268371068;2014-01-09 12:52:51.4430000;1389268371443;NULL;1
500;questionnaires;patient;62.44.134.157;2014-01-09 12:54:33.5230000;0;2014-01-09 12:54:33.5230000;1389268473522;2014-01-09 12:54:34.0230000;1389268474022;NULL;1
546;questionnaires;patient;62.44.134.157;2014-01-09 12:56:40.2730000;0;2014-01-09 12:56:40.2730000;1389268600272;2014-01-09 12:56:40.8170000;1389268600818;NULL;1
531;questionnaires;patient;62.44.134.157;2014-01-09 12:57:29.0230000;0;2014-01-09 12:57:29.0230000;1389268649022;2014-01-09 12:57:29.5530000;1389268649553;NULL;1
265;questionnaires;patient;87.104.202.30;2014-01-10 12:10:18.5130000;0;2014-01-10 12:10:18.5130000;1389352218512;2014-01-10 12:10:18.7770000;1389352218777;NULL;1
281;questionnaires;patient;87.104.202.30;2014-01-10 12:53:53.6670000;0;2014-01-10 12:53:53.6670000;1389354833668;2014-01-10 12:53:53.9500000;1389354833949;NULL;1
516;questionnaires;patient;87.104.202.30;2014-01-10 13:29:32.4970000;0;2014-01-10 13:29:32.4970000;1389356972496;2014-01-10 13:29:33.0130000;1389356973012;NULL;1
172;questionnaires;patient;87.104.202.30;2014-01-10 14:45:21.3700000;0;2014-01-10 14:45:21.3700000;1389361521371;2014-01-10 14:45:21.5430000;1389361521543;NULL;1
1219;questionnaires;patient;193.163.223.63;2014-01-13 09:17:12.2970000;0;2014-01-13 09:17:12.2970000;1389601032297;2014-01-13 09:17:13.5170000;1389601033516;NULL;1
312;questionnaires;patient;193.163.223.63;2014-01-13 09:17:38.5000000;0;2014-01-13 09:17:38.5000000;1389601058500;2014-01-13 09:17:38.8130000;1389601058812;NULL;1
